source newer than binary -> rebuild
[    0.000000] mem auto-init: stack:all(zero), heap alloc:off, heap free:off
[c=61000000]
[c=62000000]
cosim: 20000000 retirements ok (pc=ffffffff80410d68)
[c=63000000]
[c=64000000]
[c=65000000]
[c=66000000]
cosim: 21000000 retirements ok (pc=ffffffff8015375a)
[c=67000000]
[c=68000000]
[c=69000000]
[c=70000000]
[    0.000000] SLUB: HWalign=64, Order=0-3, MinObjects=0, CPUs=1, Nodes=1
cosim: 22000000 retirements ok (pc=ffffffff80405b90)
[    0.000000] RCU Tasks: Setting shift to 0 and lim to 1 rcu_task_cb_adjust=1 rcu_[c=71000000]
task_cpu_ids=1.
[    0.000000] NR_IRQS: 64, nr_irqs: 64, preallocated irqs: 0
[    0.000000] riscv-intc: 64 local interrupts mapped
[    0.000000] clocksource: riscv_clocksource: mask: 0xffffffffffffffff max_cycles: 0x1d854df40, max_idle_ns: 3526361616960 ns
[    0.000008] sched_clock: 64 bits at 1000kHz, resolution 1000ns, wraps every 2199023255500ns
[    0.002325] Console: colour dummy device 80x25
[    0.002851] Calibrating delay loop (skipped), value calculated using timer frequency.. 2.00 BogoMIPS (lpj=4000)
[    0.003305] pid_max: default: 32768 minimum: 301
[c=72000000]
[    0.007291] Mount-cache hash table entries: 1024 (order: 1, 8192 bytes, linear)
[    0.007674] Mountpoint-cache hash table entries: 1024 (order: 1, 8192 bytes, linear)
[    0.010309] VFS: Finished mounting rootfs on nullfs
[c=73000000]
cosim: 23000000 retirements ok (pc=ffffffff8014a186)
[c=74000000]
[    0.022275] ASID allocator using 10 bits (1024 entries)
[    0.023820] EFI services will not be available.
[    0.024659] Memory: 471960K/523264K available (4006K kernel code, 4690K rwdata, 2048K rodata, 2149K init, 271K bss, 50208K reserved, 0K cma-reserved)
[c=75000000]
[    0.028081] devtmpfs: initialized
[c=76000000]
[    0.039513] clocksource: jiffies: mask: 0xffffffff max_cycles: 0xffffffff, max_idle_ns: 7645041785100000 ns
[    0.040098] posixtimers hash table entries: 512 (order: 0, 4096 bytes, linear)
[    0.040554] futex hash table entries: 256 (8192 bytes on 1 NUMA nodes, total 8 KiB, linear).
cosim: 24000000 retirements ok (pc=ffffffff80129098)
[c=77000000]
[    0.043767] DMA: preallocated 128 KiB GFP_KERNEL|GFP_DMA32 pool for atomic allocations
[c=78000000]
[c=79000000]
[c=80000000]
cosim: 25000000 retirements ok (pc=ffffffff801f5a24)
[    0.066716] clocksource: Switched to clocksource riscv_clocksource
[c=81000000]
[c=82000000]
[c=83000000]
cosim: 26000000 retirements ok (pc=ffffffff801f58a4)
[c=84000000]
[c=85000000]
[c=86000000]
cosim: 27000000 retirements ok (pc=ffffffff8036bc36)
[c=87000000]
[c=88000000]
[c=89000000]
cosim: 28000000 retirements ok (pc=ffffffff80044c34)
[c=90000000]
[c=91000000]
[    0.148143] Unpacking initramfs...
[c=92000000]
[    0.155291] workingset: timestamp_bits=46 (anon: 42) max_order=17 bucket_order=0 (anon: 0)
cosim: 29000000 retirements ok (pc=ffffffff801b0696)
[c=93000000]
[c=94000000]
[    0.170311] io scheduler mq-deadline registered
[    0.170596] io scheduler kyber registered
[c=95000000]
[    0.177597] riscv-plic: interrupt-controller@c000000: mapped 54 interrupts with 1 handlers for 2 contexts.
cosim: 30000000 retirements ok (pc=ffffffff80045016)
[c=96000000]
[c=97000000]
[c=98000000]
cosim: 31000000 retirements ok (pc=ffffffff8018b428)
[c=99000000]
[c=100000000]
[c=101000000]
[c=102000000]
cosim: 32000000 retirements ok (pc=ffffffff803da2f2)
[c=103000000]
[c=104000000]
[c=105000000]
cosim: 33000000 retirements ok (pc=ffffffff8010b294)
[c=106000000]
[c=107000000]
[c=108000000]
[c=109000000]
cosim: 34000000 retirements ok (pc=ffffffff803daccc)
[c=110000000]
[c=111000000]
[c=112000000]
cosim: 35000000 retirements ok (pc=ffffffff80042d6e)
[c=113000000]
[c=114000000]
[c=115000000]
cosim: 36000000 retirements ok (pc=ffffffff802b8bde)
[c=116000000]
[c=117000000]
[c=118000000]
[c=119000000]
cosim: 37000000 retirements ok (pc=ffffffff802b8be4)
[c=120000000]
[c=121000000]
[c=122000000]
cosim: 38000000 retirements ok (pc=ffffffff803dc78a)
[c=123000000]
[c=124000000]
[c=125000000]
cosim: 39000000 retirements ok (pc=ffffffff802cb0ca)
[c=126000000]
[c=127000000]
[c=128000000]
cosim: 40000000 retirements ok (pc=ffffffff802b7c0e)
[c=129000000]
[c=130000000]
[c=131000000]
cosim: 41000000 retirements ok (pc=ffffffff8015e602)
[c=132000000]
[c=133000000]
[c=134000000]
cosim: 42000000 retirements ok (pc=ffffffff803e27ba)
[c=135000000]
[c=136000000]
[c=137000000]
[c=138000000]
cosim: 43000000 retirements ok (pc=ffffffff803e27ba)
[c=139000000]
[c=140000000]
[c=141000000]
cosim: 44000000 retirements ok (pc=ffffffff803e27bc)
[c=142000000]
[c=143000000]
[c=144000000]
cosim: 45000000 retirements ok (pc=ffffffff803e2ef8)
[c=145000000]
[c=146000000]
[c=147000000]
cosim: 46000000 retirements ok (pc=ffffffff80176bba)
[c=148000000]
[c=149000000]
[c=150000000]
cosim: 47000000 retirements ok (pc=ffffffff803db77c)
[c=151000000]
[c=152000000]
[c=153000000]
cosim: 48000000 retirements ok (pc=ffffffff800438fa)
[c=154000000]
[c=155000000]
[c=156000000]
cosim: 49000000 retirements ok (pc=ffffffff8015dee0)
[c=157000000]
[c=158000000]
[c=159000000]
cosim: 50000000 retirements ok (pc=ffffffff8036f8d4)
[c=160000000]
[c=161000000]
[c=162000000]
cosim: 51000000 retirements ok (pc=ffffffff803e27c8)
[c=163000000]
[c=164000000]
[c=165000000]
cosim: 52000000 retirements ok (pc=ffffffff800425d0)
[c=166000000]
[c=167000000]
[c=168000000]
[c=169000000]
cosim: 53000000 retirements ok (pc=ffffffff80160f42)
[c=170000000]
[c=171000000]
[c=172000000]
cosim: 54000000 retirements ok (pc=ffffffff8015e6ae)
[c=173000000]
[c=174000000]
[c=175000000]
cosim: 55000000 retirements ok (pc=ffffffff80032ab6)
[c=176000000]
[c=177000000]
[c=178000000]
cosim: 56000000 retirements ok (pc=ffffffff80157084)
[c=179000000]
[c=180000000]
[c=181000000]
cosim: 57000000 retirements ok (pc=ffffffff80081d30)
[c=182000000]
[c=183000000]
[c=184000000]
cosim: 58000000 retirements ok (pc=ffffffff801daa22)
[c=185000000]
[c=186000000]
[c=187000000]
[c=188000000]
cosim: 59000000 retirements ok (pc=ffffffff80075c74)
[c=189000000]
[c=190000000]
[c=191000000]
cosim: 60000000 retirements ok (pc=ffffffff80175e88)
[c=192000000]
[c=193000000]
[c=194000000]
cosim: 61000000 retirements ok (pc=ffffffff803e29cc)
[c=195000000]
[c=196000000]
[c=197000000]
cosim: 62000000 retirements ok (pc=ffffffff801902d8)
[c=198000000]
[c=199000000]
[c=200000000]
cosim: 63000000 retirements ok (pc=ffffffff80045250)
[c=201000000]
[c=202000000]
[c=203000000]
cosim: 64000000 retirements ok (pc=ffffffff8018ed12)
[c=204000000]
[c=205000000]
[c=206000000]
[c=207000000]
cosim: 65000000 retirements ok (pc=ffffffff801b02c2)
[c=208000000]
[c=209000000]
[c=210000000]
cosim: 66000000 retirements ok (pc=ffffffff8005a7e2)
[c=211000000]
[c=212000000]
[c=213000000]
cosim: 67000000 retirements ok (pc=ffffffff803e278c)
[c=214000000]
[c=215000000]
[c=216000000]
[c=217000000]
cosim: 68000000 retirements ok (pc=ffffffff801f78c0)
[c=218000000]
[    1.107860] Serial: 8250/16550 driver, 4 ports, IRQ sharing disabled
[c=219000000]
[c=220000000]
cosim: 69000000 retirements ok (pc=ffffffff803d5c78)
[c=221000000]
[c=222000000]
[c=223000000]
[    1.143020] printk: legacy console [ttyS0] disabled
cosim: 70000000 retirements ok (pc=ffffffff803db792)
[c=224000000]
[    1.148770] 10000000.uart: ttyS0 at MMIO 0x10000000 (irq = 1, base_baud = 230400) is a 16550A
[    1.150327] printk: legacy console [ttyS0] enabled
[    1.150327] printk: legacy console [ttyS0] enabled
[    1.151864] printk: legacy bootconsole [sbi0] disabled
[    1.151864] printk: legacy bootconsole [sbi0] disabled
[c=225000000]
[c=226000000]
cosim: 71000000 retirements ok (pc=ffffffff803e27c2)
[c=227000000]
[c=228000000]
[c=229000000]
cosim: 72000000 retirements ok (pc=ffffffff8004e920)
[c=230000000]
[c=231000000]
[c=232000000]
cosim: 73000000 retirements ok (pc=ffffffff803e5c7a)
[c=233000000]
[c=234000000]
cosim: 74000000 retirements ok (pc=ffffffff8017280c)
[c=235000000]
[c=236000000]
[c=237000000]
[c=238000000]
cosim: 75000000 retirements ok (pc=ffffffff8031b09a)
[    1.259137] loop: module loaded
[c=239000000]
[    1.263597] mousedev: PS/2 mouse device common for all mice
[    1.266964] i2c_dev: i2c /dev entries driver
[c=240000000]
[c=241000000]
cosim: 76000000 retirements ok (pc=ffffffff8000f432)
[c=242000000]
[    1.287676] cpu0: scalar unaligned word access speed is 6.02x byte access speed (fast)
[c=243000000]
[c=244000000]
cosim: 77000000 retirements ok (pc=ffffffff803e27c2)
[c=245000000]
[c=246000000]
cosim: 78000000 retirements ok (pc=ffffffff803e27c2)
[c=247000000]
[c=248000000]
[c=249000000]
cosim: 79000000 retirements ok (pc=ffffffff801f593a)
[c=250000000]
[c=251000000]
[c=252000000]
cosim: 80000000 retirements ok (pc=ffffffff803c8136)
[c=253000000]
[c=254000000]
[c=255000000]
cosim: 81000000 retirements ok (pc=ffffffff803e27b8)
[c=256000000]
[c=257000000]
[c=258000000]
cosim: 82000000 retirements ok (pc=ffffffff803e27b8)
[c=259000000]
[c=260000000]
cosim: 83000000 retirements ok (pc=ffffffff803d5bee)
[c=261000000]
[c=262000000]
[c=263000000]
cosim: 84000000 retirements ok (pc=ffffffff801f7ed0)
[c=264000000]
[c=265000000]
[c=266000000]
cosim: 85000000 retirements ok (pc=ffffffff803e27b8)
[c=267000000]
[c=268000000]
cosim: 86000000 retirements ok (pc=ffffffff80115156)
[c=269000000]
[c=270000000]
[c=271000000]
cosim: 87000000 retirements ok (pc=ffffffff801f643c)
[c=272000000]
[c=273000000]
[c=274000000]
cosim: 88000000 retirements ok (pc=ffffffff801f7ea4)
[c=275000000]
[c=276000000]
cosim: 89000000 retirements ok (pc=ffffffff8015d446)
[c=277000000]
[c=278000000]
[c=279000000]
cosim: 90000000 retirements ok (pc=ffffffff803e27bc)
[c=280000000]
[c=281000000]
[c=282000000]
cosim: 91000000 retirements ok (pc=ffffffff8005a7ee)
[c=283000000]
[c=284000000]
[c=285000000]
cosim: 92000000 retirements ok (pc=ffffffff8005a7ee)
[c=286000000]
[    1.618366] clk: Disabling unused clocks
[c=287000000]
[c=288000000]
cosim: 93000000 retirements ok (pc=ffffffff803e27d2)
[c=289000000]
[c=290000000]
[c=291000000]
cosim: 94000000 retirements ok (pc=ffffffff80416854)
[c=292000000]
[c=293000000]
[c=294000000]
cosim: 95000000 retirements ok (pc=ffffffff803e8da2)
[c=295000000]
[c=296000000]
[c=297000000]
[c=298000000]
[c=299000000]
[c=300000000]
cosim: 96000000 retirements ok (pc=ffffffff80151ec4)
[c=301000000]
[c=302000000]
[c=303000000]
[c=304000000]
[c=305000000]
cosim: 97000000 retirements ok (pc=ffffffff803e2a04)
[c=306000000]
[c=307000000]
[c=308000000]
[c=309000000]
[c=310000000]
[c=311000000]
cosim: 98000000 retirements ok (pc=ffffffff80153a9c)
[c=312000000]
[c=313000000]
[c=314000000]
[    1.824686] Freeing initrd memory: 10064K
[c=315000000]
[c=316000000]
[c=317000000]
cosim: 99000000 retirements ok (pc=ffffffff803e2a40)
[c=318000000]
[    1.858449] Freeing unused kernel image (initmem) memory: 2148K
[    1.859107] Run /init as init process
[    1.859309]   with arguments:
[    1.859479]     /init
[    1.859639]   with environment:
[    1.859814]     HOME=/
[    1.859978]     TERM=linux
[c=319000000]
[c=320000000]
[c=321000000]
cosim: 100000000 retirements ok (pc=0000003fa86c42a0)
[c=322000000]
[c=323000000]
[c=324000000]
[c=325000000]
cosim: 101000000 retirements ok (pc=ffffffff803eb794)
[c=326000000]
[c=327000000]
[c=328000000]
cosim: 102000000 retirements ok (pc=ffffffff8010928c)
[c=329000000]
[c=330000000]
[c=331000000]
cosim: 103000000 retirements ok (pc=0000003f9f915d84)
[c=332000000]
[c=333000000]
[c=334000000]
[c=335000000]
cosim: 104000000 retirements ok (pc=ffffffff80175226)
[c=336000000]
[c=337000000]
[c=338000000]
cosim: 105000000 retirements ok (pc=ffffffff803eb7b2)
[c=339000000]
[c=340000000]
[c=341000000]
cosim: 106000000 retirements ok (pc=ffffffff80109222)
[c=342000000]
[c=343000000]
[c=344000000]
cosim: 107000000 retirements ok (pc=0000003f8d3d0ec4)
[c=345000000]
[c=346000000]
[c=347000000]
[c=348000000]
cosim: 108000000 retirements ok (pc=0000003f9e2ba7d0)
[c=349000000]
[c=350000000]
[c=351000000]
cosim: 109000000 retirements ok (pc=ffffffff80161faa)
[c=352000000]
[c=353000000]
[c=354000000]
cosim: 110000000 retirements ok (pc=0000003fafad0390)
[c=355000000]
[c=356000000]
[c=357000000]
cosim: 111000000 retirements ok (pc=0000003f89112128)
[c=358000000]
[c=359000000]
[c=360000000]
[c=361000000]
cosim: 112000000 retirements ok (pc=ffffffff803cbc7a)
[c=362000000]
[c=363000000]
[c=364000000]
cosim: 113000000 retirements ok (pc=ffffffff8015f44a)
[c=365000000]
[c=366000000]
[c=367000000]
cosim: 114000000 retirements ok (pc=ffffffff80145e6a)
[c=368000000]
[c=369000000]
[c=370000000]
cosim: 115000000 retirements ok (pc=0000003f971a10d0)
[c=371000000]
[c=372000000]
[c=373000000]
[c=374000000]
cosim: 116000000 retirements ok (pc=0000003fb963aed4)
[c=375000000]
[c=376000000]
[c=377000000]
cosim: 117000000 retirements ok (pc=ffffffff803e5aba)
[c=378000000]
[c=379000000]
[c=380000000]
cosim: 118000000 retirements ok (pc=ffffffff8015263c)
[c=381000000]
[c=382000000]
[c=383000000]
cosim: 119000000 retirements ok (pc=ffffffff803e296a)
[c=384000000]
[c=385000000]
[c=386000000]
[c=387000000]
cosim: 120000000 retirements ok (pc=0000003f9ec54f7c)
[c=388000000]
[c=389000000]
Starting syslogd: [c=390000000]
cosim: 121000000 retirements ok (pc=ffffffff80171f1a)
[c=391000000]
[c=392000000]
[c=393000000]
cosim: 122000000 retirements ok (pc=ffffffff801385ee)
[c=394000000]
[c=395000000]
OK
[c=396000000]
cosim: 123000000 retirements ok (pc=ffffffff8014e432)
[c=397000000]
[c=398000000]
[c=399000000]
cosim: 124000000 retirements ok (pc=ffffffff80081d44)
[c=400000000]
[c=401000000]
[c=402000000]
[c=403000000]
cosim: 125000000 retirements ok (pc=ffffffff8015f420)
[c=404000000]
[c=405000000]
Starting klogd: [c=406000000]
cosim: 126000000 retirements ok (pc=ffffffff80010894)
[c=407000000]
[c=408000000]
[c=409000000]
cosim: 127000000 retirements ok (pc=0000003f80a7b87c)
[c=410000000]
[c=411000000]
[c=412000000]
OK
cosim: 128000000 retirements ok (pc=ffffffff80136552)
[c=413000000]
[c=414000000]
[c=415000000]
cosim: 129000000 retirements ok (pc=ffffffff80140676)
[c=416000000]
[c=417000000]
[c=418000000]
[c=419000000]
cosim: 130000000 retirements ok (pc=ffffffff803e27c0)
[c=420000000]
[c=421000000]
[c=422000000]
cosim: 131000000 retirements ok (pc=ffffffff801385ea)
[c=423000000]
[c=424000000]
[c=425000000]
cosim: 132000000 retirements ok (pc=ffffffff8008114a)
Running sysctl: [c=426000000]
[c=427000000]
[c=428000000]
cosim: 133000000 retirements ok (pc=ffffffff80138656)
[c=429000000]
[c=430000000]
[c=431000000]
[c=432000000]
cosim: 134000000 retirements ok (pc=ffffffff8019a54a)
[c=433000000]
[c=434000000]
[c=435000000]
cosim: 135000000 retirements ok (pc=00000000800003dc)
[c=436000000]
[c=437000000]
[c=438000000]
[c=439000000]
cosim: 136000000 retirements ok (pc=ffffffff80011e80)
[c=440000000]
[c=441000000]
[c=442000000]
cosim: 137000000 retirements ok (pc=ffffffff803e2972)
[c=443000000]
[c=444000000]
[c=445000000]
cosim: 138000000 retirements ok (pc=0000003f86cead90)
[c=446000000]
[c=447000000]
[c=448000000]
cosim: 139000000 retirements ok (pc=ffffffff80138620)
[c=449000000]
[c=450000000]
[c=451000000]
[c=452000000]
cosim: 140000000 retirements ok (pc=ffffffff80138634)
[c=453000000]
[c=454000000]
[c=455000000]
OK
cosim: 141000000 retirements ok (pc=00000000800004ce)
[c=456000000]
[c=457000000]
[c=458000000]
cosim: 142000000 retirements ok (pc=0000003fb24e8f78)
[c=459000000]
[c=460000000]
[c=461000000]
cosim: 143000000 retirements ok (pc=ffffffff80145f92)
[c=462000000]
[c=463000000]
[c=464000000]
cosim: 144000000 retirements ok (pc=ffffffff801363a0)
[c=465000000]
[c=466000000]
Saving random seed: [c=467000000]
cosim: 145000000 retirements ok (pc=ffffffff803d0642)
[c=468000000]
[c=469000000]
[c=470000000]
[c=471000000]
cosim: 146000000 retirements ok (pc=ffffffff80114dee)
[c=472000000]
[c=473000000]
[c=474000000]
cosim: 147000000 retirements ok (pc=ffffffff803e230a)
[c=475000000]
[c=476000000]
[c=477000000]
cosim: 148000000 retirements ok (pc=ffffffff8012d8e8)
OK
[c=478000000]
[c=479000000]
[c=480000000]
cosim: 149000000 retirements ok (pc=ffffffff800116f6)
[c=481000000]
[c=482000000]
[c=483000000]
cosim: 150000000 retirements ok (pc=ffffffff800983ae)
[c=484000000]
[c=485000000]
[c=486000000]
cosim: 151000000 retirements ok (pc=ffffffff803ccda2)
[c=487000000]
[c=488000000]
Starting network: [c=489000000]
[c=490000000]
cosim: 152000000 retirements ok (pc=ffffffff80145f34)
[c=491000000]
[c=492000000]
[c=493000000]
cosim: 153000000 retirements ok (pc=ffffffff803cc46c)
[c=494000000]
[c=495000000]
[c=496000000]
cosim: 154000000 retirements ok (pc=ffffffff8004490e)
[c=497000000]
[c=498000000]
[c=499000000]
cosim: 155000000 retirements ok (pc=ffffffff80133312)
[c=500000000]
[c=501000000]
[c=502000000]
cosim: 156000000 retirements ok (pc=0000003fb17fac70)
[c=503000000]
[c=504000000]
[c=505000000]
cosim: 157000000 retirements ok (pc=0000003fb7ec1f78)
[c=506000000]
[c=507000000]
[c=508000000]
[c=509000000]
cosim: 158000000 retirements ok (pc=0000003fa92cef74)
[c=510000000]
ip: socket: Func[c=511000000]
tion not implemented
[c=512000000]
cosim: 159000000 retirements ok (pc=ffffffff80145f2e)
[c=513000000]
[c=514000000]
[c=515000000]
cosim: 160000000 retirements ok (pc=ffffffff80154eba)
[c=516000000]
[c=517000000]
[c=518000000]
ip: socket: Function not implemented
cosim: 161000000 retirements ok (pc=ffffffff8011577c)
[c=519000000]
FAIL
[c=520000000]
[c=521000000]
cosim: 162000000 retirements ok (pc=0000003f9f7e3374)
[c=522000000]
[c=523000000]
[c=524000000]
cosim: 163000000 retirements ok (pc=ffffffff8018a9e6)
[c=525000000]
[c=526000000]
[c=527000000]
cosim: 164000000 retirements ok (pc=ffffffff80082450)
[c=528000000]
[c=529000000]
cosim: 165000000 retirements ok (pc=ffffffff800826d0)
[c=530000000]
[c=531000000]
cosim: 166000000 retirements ok (pc=ffffffff800749ea)
[c=532000000]
[c=533000000]
[c=534000000]
cosim: 167000000 retirements ok (pc=ffffffff800826f2)
[c=535000000]
[c=536000000]
cosim: 168000000 retirements ok (pc=ffffffff80074a14)
[c=537000000]
[c=538000000]

Welcome to Simmerv/SmolRV64's tiny 10 MiB image
smolrv64 login: cosim: 169000000 retirements ok (pc=ffffffff800828c6)
[c=539000000]
[c=540000000]
[c=541000000]
cosim: 170000000 retirements ok (pc=ffffffff8008239c)
[c=542000000]
[c=543000000]
cosim: 171000000 retirements ok (pc=ffffffff80082428)
[c=544000000]
[c=545000000]
cosim: 172000000 retirements ok (pc=ffffffff800823cc)
[c=546000000]
[c=547000000]
[c=548000000]
cosim: 173000000 retirements ok (pc=ffffffff80082788)
[c=549000000]
[c=550000000]
cosim: 174000000 retirements ok (pc=ffffffff8009a5be)
[c=551000000]
[c=552000000]
cosim: 175000000 retirements ok (pc=ffffffff800826bc)
[c=553000000]
[c=554000000]
[c=555000000]
cosim: 176000000 retirements ok (pc=ffffffff800751d8)
[c=556000000]
[c=557000000]
cosim: 177000000 retirements ok (pc=ffffffff800826a6)
[c=558000000]
[c=559000000]
cosim: 178000000 retirements ok (pc=ffffffff80082450)
[c=560000000]
[c=561000000]
[c=562000000]
cosim: 179000000 retirements ok (pc=ffffffff800826d0)
[c=563000000]
[c=564000000]
cosim: 180000000 retirements ok (pc=ffffffff800749ea)
[c=565000000]
[c=566000000]
cosim: 181000000 retirements ok (pc=ffffffff800826f2)
[c=567000000]
[c=568000000]
[c=569000000]
cosim: 182000000 retirements ok (pc=ffffffff80074a14)
[c=570000000]
[c=571000000]
cosim: 183000000 retirements ok (pc=ffffffff8008273c)
[c=572000000]
[c=573000000]
cosim: 184000000 retirements ok (pc=ffffffff80074a46)
[c=574000000]
[c=575000000]
cosim: 185000000 retirements ok (pc=ffffffff803e4b0c)
[c=576000000]
[c=577000000]
[c=578000000]
cosim: 186000000 retirements ok (pc=ffffffff80074bc4)
[c=579000000]
[c=580000000]
cosim: 187000000 retirements ok (pc=ffffffff803e4b18)
[c=581000000]
[c=582000000]
cosim: 188000000 retirements ok (pc=ffffffff80074ac4)
[c=583000000]
[c=584000000]
[c=585000000]
cosim: 189000000 retirements ok (pc=ffffffff80082998)
[c=586000000]
[c=587000000]
cosim: 190000000 retirements ok (pc=ffffffff80076422)
[c=588000000]
[c=589000000]
cosim: 191000000 retirements ok (pc=ffffffff8004c9fe)
[c=590000000]
[c=591000000]
[c=592000000]
cosim: 192000000 retirements ok (pc=ffffffff80076450)
[c=593000000]
[c=594000000]
cosim: 193000000 retirements ok (pc=ffffffff8004ca6e)
[c=595000000]
[c=596000000]
cosim: 194000000 retirements ok (pc=ffffffff800751e6)
[c=597000000]
[c=598000000]
[c=599000000]
cosim: 195000000 retirements ok (pc=ffffffff8008260a)
[c=600000000]
[c=601000000]
cosim: 196000000 retirements ok (pc=ffffffff8007910c)
[c=602000000]
[c=603000000]
cosim: 197000000 retirements ok (pc=ffffffff8008276c)
[c=604000000]
[c=605000000]
[c=606000000]
cosim: 198000000 retirements ok (pc=ffffffff80082410)
[c=607000000]
[c=608000000]
cosim: 199000000 retirements ok (pc=ffffffff800823a4)
[c=609000000]
[c=610000000]
cosim: 200000000 retirements ok (pc=ffffffff8008244c)
[c=611000000]
[c=612000000]
cosim: 201000000 retirements ok (pc=ffffffff8009a59c)
[c=613000000]
[c=614000000]
[c=615000000]
cosim: 202000000 retirements ok (pc=ffffffff80082690)
[c=616000000]
[c=617000000]
cosim: 203000000 retirements ok (pc=ffffffff80074bb8)
[c=618000000]
[c=619000000]
cosim: 204000000 retirements ok (pc=ffffffff803e2ee6)
[c=620000000]
[c=621000000]
[c=622000000]
cosim: 205000000 retirements ok (pc=ffffffff80074aa0)
[c=623000000]
[c=624000000]
cosim: 206000000 retirements ok (pc=ffffffff8008298e)
[c=625000000]
[c=626000000]
cosim: 207000000 retirements ok (pc=ffffffff8004c9ee)
[c=627000000]
[c=628000000]
[c=629000000]
cosim: 208000000 retirements ok (pc=ffffffff800751e2)
[c=630000000]
[c=631000000]
cosim: 209000000 retirements ok (pc=ffffffff80082606)
[c=632000000]
[c=633000000]
cosim: 210000000 retirements ok (pc=ffffffff80079108)
[c=634000000]
[c=635000000]
[c=636000000]
cosim: 211000000 retirements ok (pc=ffffffff80082684)
[c=637000000]
[c=638000000]
cosim: 212000000 retirements ok (pc=ffffffff80079136)
[c=639000000]
[c=640000000]
cosim: 213000000 retirements ok (pc=ffffffff800823a0)
[c=641000000]
[c=642000000]
[c=643000000]
cosim: 214000000 retirements ok (pc=ffffffff80082430)
[c=644000000]
[c=645000000]
cosim: 215000000 retirements ok (pc=ffffffff800823d4)
[c=646000000]
[c=647000000]
cosim: 216000000 retirements ok (pc=ffffffff8008268c)
[c=648000000]
[c=649000000]
[c=650000000]
cosim: 217000000 retirements ok (pc=ffffffff8009a5c4)
[c=651000000]
[c=652000000]
cosim: 218000000 retirements ok (pc=ffffffff800826c4)
[c=653000000]
[c=654000000]
cosim: 219000000 retirements ok (pc=ffffffff800751dc)
[c=655000000]
[c=656000000]
cosim: 220000000 retirements ok (pc=ffffffff800826e8)
[c=657000000]
[c=658000000]
[c=659000000]
cosim: 221000000 retirements ok (pc=ffffffff80074a08)
[c=660000000]
[c=661000000]
cosim: 222000000 retirements ok (pc=ffffffff80082734)
[c=662000000]
[c=663000000]
cosim: 223000000 retirements ok (pc=ffffffff80074a3c)
[c=664000000]
[c=665000000]
[c=666000000]
cosim: 224000000 retirements ok (pc=ffffffff803e4b04)
[c=667000000]
[c=668000000]
cosim: 225000000 retirements ok (pc=ffffffff80074bb8)
[c=669000000]
[c=670000000]
cosim: 226000000 retirements ok (pc=ffffffff803e2ee6)
[c=671000000]
[c=672000000]
[c=673000000]
cosim: 227000000 retirements ok (pc=ffffffff80074aa0)
[c=674000000]
[c=675000000]
cosim: 228000000 retirements ok (pc=ffffffff8008298e)
[c=676000000]
[c=677000000]
cosim: 229000000 retirements ok (pc=ffffffff8007641c)
[c=678000000]
[c=679000000]
[c=680000000]
cosim: 230000000 retirements ok (pc=ffffffff8004c9f8)
[c=681000000]
[c=682000000]
cosim: 231000000 retirements ok (pc=ffffffff80076446)
[c=683000000]
[c=684000000]
cosim: 232000000 retirements ok (pc=ffffffff8004c9ec)
[c=685000000]
[c=686000000]
[c=687000000]
cosim: 233000000 retirements ok (pc=ffffffff80074b86)
[c=688000000]
[c=689000000]
cosim: 234000000 retirements ok (pc=ffffffff80082604)
[c=690000000]
[c=691000000]
cosim: 235000000 retirements ok (pc=ffffffff80079106)
[c=692000000]
[c=693000000]
[c=694000000]
cosim: 236000000 retirements ok (pc=ffffffff800823a2)
[c=695000000]
[c=696000000]
cosim: 237000000 retirements ok (pc=ffffffff8008244a)
[c=697000000]
[c=698000000]
cosim: 238000000 retirements ok (pc=ffffffff800823d8)
[c=699000000]
[c=700000000]
cosim: 239000000 retirements ok (pc=ffffffff8008268e)
[c=701000000]
[c=702000000]
[c=703000000]
cosim: 240000000 retirements ok (pc=ffffffff8009a5c6)
[c=704000000]
[c=705000000]
cosim: 241000000 retirements ok (pc=ffffffff800826c8)
[c=706000000]
[c=707000000]
cosim: 242000000 retirements ok (pc=ffffffff800751de)
[c=708000000]
[c=709000000]
[c=710000000]
cosim: 243000000 retirements ok (pc=ffffffff800826ec)
[c=711000000]
[c=712000000]
cosim: 244000000 retirements ok (pc=ffffffff80074a0c)
[c=713000000]
[c=714000000]
